Samsung Exhibit 4G	Black - T-Mobile	39	http://assets2.glyde.com/static/D89BA82E0A6A0803B4202D8D91D3D3975536C355/images/phones/102x200/12055617p.jpg
Samsung Exhibit II 4G	Blue - T-Mobile	89	http://assets3.glyde.com/static/678E1D7E6E7A0F0B1A9F809DE6FB87797E20BAA4/images/phones/107x200/12055613p.jpg
Samsung Focus S	8GB - Black - AT&T	55	http://assets3.glyde.com/static/C21E053ECAAADB9F588AAE32A6BED1970DAD50C8/images/phones/114x200/12059169p.jpg
Samsung Galaxy Express	Grey - AT&T	54	http://assets1.glyde.com/static/201BE99E2EA360FDAC821FFC8E578E5B79BF224F/images/phones/102x200/12075344p.jpg
Samsung Galaxy Nexus	32GB - Silver - Verizon*delim*32GB - Silver - Sprint	64*delim*55	http://assets3.glyde.com/static/8F45CE386E2B518460510C4A80104A22CD798D7B/images/phones/100x200/12074570p.jpg*delim*http://assets1.glyde.com/static/0678CCA6B1254D5E81B2B1ED0D3E66F474D6E84B/images/phones/109x200/12059163p.jpg
Samsung Galaxy Note	16GB - White - AT&T*delim*16GB - Blue - AT&T	182*delim*124	http://assets1.glyde.com/static/E1CB0B1E16773E16C9270264B4625D1F735F7515/images/phones/104x200/12074567p.jpg*delim*http://assets0.glyde.com/static/F70A6A1E81097773C76E734F959E27A615609F5D/images/phones/103x200/12065415p.jpg
Samsung Galaxy Note 3	32GB - White - Verizon*delim*32GB - Black - Verizon*delim*32GB - Black - Sprint*delim*32GB - Black - T-Mobile*delim*32GB - White - T-Mobile*delim*32GB - Black - AT&T*delim*32GB - White - AT&T	225*delim*239*delim*181*delim*340*delim*285*delim*199*delim*199	http://assets1.glyde.com/static/5DD9D1CE955B3C7F093DF1262DFCD7018D632181/images/phones/96x200/12076303p.jpg*delim*http://assets2.glyde.com/static/D63BBB08AB8FE1CEE40D132BF004C8810493906C/images/phones/96x200/12078179p.jpg*delim*http://assets2.glyde.com/static/E82E4A2C03DDA907CDF34432D5DA273A7FE99332/images/phones/96x200/12076322p.jpg*delim*http://assets3.glyde.com/static/E59BC05BFAAC50B2F9DB3F5BE163E6CFD2FA5AAD/images/phones/95x200/12076283p.jpg*delim*http://assets1.glyde.com/static/D374A1CC4F8E04109DAF05EB9BE2856F4CE47693/images/phones/96x200/12078174p.jpg*delim*http://assets1.glyde.com/static/480655F5C96A728DD8577DFBCD5560439441DE93/images/phones/95x200/12076258p.jpg*delim*http://assets1.glyde.com/static/672E7035E1A43B42AE67C536C3102562154D911A/images/phones/96x200/12078178p.jpg
Samsung Galaxy Note 4	32GB - Gold - AT&T*delim*32GB - White - T-Mobile*delim*32GB - White - AT&T*delim*32GB - Gold - T-Mobile*delim*32GB - White - Sprint*delim*32GB - Black - Sprint*delim*32GB - Black - Verizon*delim*32GB - White - Verizon	495*delim*374*delim*339*delim*495*delim*240*delim*299*delim*260*delim*349	http://assets3.glyde.com/static/65B7A20852D1CC61C8311F5C619B0E5E6381E702/images/phones/103x200/12078193p.jpg*delim*http://assets0.glyde.com/static/C8B40564445CDEB077645C6EF12D85BA7C468537/images/phones/118x200/12078156p.jpg*delim*http://assets3.glyde.com/static/86923AFB512224B918B21B99DF22D99D58E62973/images/phones/103x200/12078188p.jpg*delim*http://assets2.glyde.com/static/B6E94A94DC3BDD606D5648028275443C38D8E366/images/phones/103x200/12078196p.jpg*delim*http://assets0.glyde.com/static/5AF2520C3B18AFC43C708C197EADFDD43CD3DF59/images/phones/97x200/12077546p.jpg*delim*http://assets1.glyde.com/static/C6DEA35E45DD2C08B3728A66367CFFB7ABF7EB27/images/phones/102x200/12077553p.jpg*delim*http://assets2.glyde.com/static/CAFA07D2811F3233B1E328BEAFA411ED1F175C20/images/phones/102x200/12077549p.jpg*delim*http://assets3.glyde.com/static/E23E8DDE5FCA076A63A6A3BC5109ACB0F227D009/images/phones/102x200/12077551p.jpg
Samsung Galaxy Note 4	32GB - Black - AT&T*delim*32GB - Black - T-Mobile	319*delim*405	http://assets2.glyde.com/static/05D905C5F2CF572E6230B9A9A7C96EAE688FA571/images/phones/104x200/12077552p.jpg*delim*http://assets1.glyde.com/static/9FBBD37008DF432EB2B1D4F2F3C0155A296EF671/images/phones/101x200/12077486p.jpg
Samsung Galaxy Note II	16GB - White - T-Mobile*delim*16GB - White - Sprint*delim*16GB - Gray - Sprint*delim*16GB - Gray - Verizon*delim*16GB - Gray - T-Mobile*delim*16GB - White - Verizon*delim*16GB - Gray - AT&T*delim*16GB - White - AT&T	214*delim*215*delim*240*delim*129*delim*129*delim*144*delim*129*delim*149	http://assets1.glyde.com/static/800F5DBA830DBCE54FA192490427BCC8190982A0/images/phones/104x200/12074680p.jpg*delim*http://assets0.glyde.com/static/87D5196DB44A0AAF7869A74DE5049586C8454B4A/images/phones/104x200/12074678p.jpg*delim*http://assets1.glyde.com/static/B9B583EC54D29FFFFA356DA6E1001E3EEF697A12/images/phones/96x200/12068935p.jpg*delim*http://assets0.glyde.com/static/66BAA11F6D398335C61B22D742FFF8E7B4508656/images/phones/96x200/12068943p.jpg*delim*http://assets3.glyde.com/static/EFD92E6EDCB4039D835365E297A8D15A3A67FC58/images/phones/96x200/12068946p.jpg*delim*http://assets1.glyde.com/static/30D27DA22760065EBF54B7E3AC037D4C384320C6/images/phones/96x200/12068944p.jpg*delim*http://assets3.glyde.com/static/28434C5443162320752F49D5A20D38A751970997/images/phones/96x200/12068933p.jpg*delim*http://assets2.glyde.com/static/DF809CE2C8C41FF87EB8F20E1590495A4E3D0FDD/images/phones/96x200/12068941p.jpg
Samsung Galaxy S III	16GB - Blue - T-Mobile*delim*32GB - Blue - Sprint*delim*16GB - Blue - Sprint*delim*16GB - White - Sprint*delim*16GB - White - T-Mobile	95*delim*149*delim*97*delim*90*delim*199	http://assets2.glyde.com/static/65FB23879AD476EDEDC97276D5D21744AF77233B/images/phones/105x200/12065387p.jpg*delim*http://assets2.glyde.com/static/EC43AC3115C7329ADAC26789EC7F400E917954D8/images/phones/105x200/12065392p.jpg*delim*http://assets1.glyde.com/static/8CEB29005826538CCDDC9075BE66A6C49FFB5266/images/phones/105x200/12065391p.jpg*delim*http://assets0.glyde.com/static/25C1439A572A17291295F4FC5D6F0C54662B1E24/images/phones/105x200/12065394p.jpg*delim*http://assets3.glyde.com/static/60506FF233FE1ECE261F30ACFFDCA5C94518B4C4/images/phones/109x200/12074577p.jpg
Samsung Galaxy S III Mini	8GB - White - AT&T*delim*8GB - Blue - Verizon*delim*8GB - Blue - AT&T	130*delim*68*delim*76	http://assets1.glyde.com/static/A079B7334DC863EC1B79FEA657DF785E74324562/images/phones/108x200/12075377p.jpg*delim*http://assets1.glyde.com/static/AB149F708EA7E1366FB4E2D7B91D09DC9EFB0803/images/phones/108x200/12075373p.jpg*delim*http://assets2.glyde.com/static/3DAC9C3398741CBCA96354DDBE9EAB1F14218478/images/phones/108x200/12075374p.jpg
Samsung Galaxy S IV Mini	16GB - Black - Verizon*delim*16GB - Black - AT&T	127*delim*144	http://assets2.glyde.com/static/CD00FCF2F65AC3382F57AB45B3D1A25C7D9F84F2/images/phones/109x200/12077366p.jpg*delim*http://assets2.glyde.com/static/0805BB0285EF8A5E014CAE8B2B1ACE2FC1A98D22/images/phones/101x200/12076574p.jpg
Samsung Galaxy S IV Mini	16GB - Black - Sprint	190	http://assets3.glyde.com/static/D4B685E0688279E2FA1B8D754E1E91003874DD8F/images/phones/105x200/12076346p.jpg
Samsung Galaxy S Vibrant	T-Mobile	129	http://assets1.glyde.com/static/971679725D5C76BD779050DA6AD3698FFA60C74A/images/phones/100x200/12059155p.jpg
Samsung Galaxy S4	16GB - Brown - Verizon*delim*16GB - Blue - Verizon	139*delim*139	http://assets1.glyde.com/static/BA294215ED7BAD065989DC103B6112C446C997BD/images/phones/105x200/12076344p.jpg*delim*http://assets1.glyde.com/static/7EF3F236BA6E8E191EC4F932E839DE054F4D635A/images/phones/105x200/12076340p.jpg
Samsung Galaxy S4	16GB - Purple - Sprint	199	http://assets2.glyde.com/static/E80C7DF4715221F07E0D5CE3A3851B7F1B7D56FA/images/phones/148x200/12076612p.jpg
Samsung Galaxy S4	16GB - Red - AT&T	179	http://assets2.glyde.com/static/C44FE15030C7F8525334F63DD77E89B40D18B074/images/phones/103x200/12075542p.jpg
Samsung Galaxy S4	16GB - White - Verizon*delim*32GB - Black - Verizon*delim*16GB - Black - Verizon	100*delim*139*delim*101	http://assets0.glyde.com/static/8647C6959CBDD3C45B3BC8AD09CD30B113917D57/images/phones/102x200/12075527p.jpg*delim*http://assets3.glyde.com/static/1635D1D02938DFBF5D5086FC9BFA226B5ADCCE7D/images/phones/102x200/12075476p.jpg*delim*http://assets2.glyde.com/static/87D3FAB6D79D2EA4C99EF7B8AF0374A78B1F38A6/images/phones/102x200/12075475p.jpg
Samsung Galaxy S4	16GB - White - T-Mobile*delim*16GB - Black - T-Mobile*delim*32GB - White - Verizon*delim*32GB - White - AT&T	125*delim*125*delim*209*delim*223	http://assets3.glyde.com/static/C1967B99CC4384E12AE764A729666844CF1B8DBB/images/phones/99x200/12075532p.jpg*delim*http://assets0.glyde.com/static/B0D1CA01EE5EEABA42D53FC541FD80984B33688D/images/phones/96x200/12075369p.jpg*delim*http://assets2.glyde.com/static/A1C54B510A04866C1128417537BCF0B713798652/images/phones/96x200/12075372p.jpg*delim*http://assets3.glyde.com/static/792C4619B76D1DDD7E9FA0C22A1103BF4BEFBDE6/images/phones/96x200/12075368p.jpg
Samsung Galaxy S4 Active	16GB - Blue - AT&T*delim*16GB - Black - AT&T	175*delim*130	http://assets3.glyde.com/static/D502EC3F59273591D3AC3626E520F82DFD584E4E/images/phones/110x200/12075541p.jpg*delim*http://assets3.glyde.com/static/1910025F42A838A9D5EA349FB74E00063F04062D/images/phones/103x200/12075543p.jpg
Samsung Galaxy S5	16GB - Gold - Verizon	279	http://assets0.glyde.com/static/AF43A09C903C29D057A6D56B9DFE9D35E70D9220/images/phones/105x200/12077265p.jpg
Samsung Galaxy S6	128GB - Gold - T-Mobile	687	http://assets1.glyde.com/static/5CB5FF30192318DEC17162BC2E995AD521FEB840/images/phones/100x200/12078446p.jpg
Samsung Galaxy S6	32GB - Black - T-Mobile	399	http://assets0.glyde.com/static/3FA11EB815A59258DE35A9B4D60BC66CA96C5C73/images/phones/100x200/12078414p.jpg
Samsung Galaxy S6	32GB - Gold - T-Mobile	398	http://assets0.glyde.com/static/2BD85365C2CA01D7F3C751B7BCE9ED8BE7267FF7/images/phones/100x200/12078454p.jpg
Samsung Galaxy S6	32GB - White - Verizon*delim*64GB - Black - Sprint*delim*64GB - Gold - Sprint	519*delim*364*delim*413	http://assets0.glyde.com/static/BC98842265EE9EF4FDC8C046A8F75A6D10D2663E/images/phones/100x200/12078436p.jpg*delim*http://assets3.glyde.com/static/8C3D684FDFC0316ACF5B6337BA35C04BA93BB984/images/phones/106x200/12078770p.jpg*delim*http://assets0.glyde.com/static/FADB792A82DE1CC9142D4C2BB250239F04982F4D/images/phones/106x200/12078771p.jpg
Samsung Galaxy S6	32GB - Gold - AT&T*delim*64GB - Black - T-Mobile*delim*32GB - Gold - Verizon	547*delim*565*delim*549	http://assets3.glyde.com/static/0FFF3A9D457C9A795BAC14334FF0CD29EF98E656/images/phones/100x200/12078457p.jpg*delim*http://assets1.glyde.com/static/E07045EB94B43B6F69A4BC4CEE941A8ACA51AFEF/images/phones/100x200/12078451p.jpg*delim*http://assets2.glyde.com/static/2088FF5A72ADAF0DAD8184A406B97A985BAFC56C/images/phones/100x200/12078452p.jpg
Samsung Galaxy S6	32GB - White - T-Mobile*delim*64GB - White - Verizon	416*delim*565	http://assets1.glyde.com/static/EE0CB364FC9016D44D1208307B66E753B61B356F/images/phones/100x200/12078437p.jpg*delim*http://assets3.glyde.com/static/EFC615B8ECDCDB326671DAC078F7DC49E9FCDDB2/images/phones/100x200/12078448p.jpg
Samsung Galaxy S6	64GB - Black - AT&T	335	http://assets2.glyde.com/static/D565D85205DD0D760941F43D3A5E7EB9C201A000/images/phones/100x200/12078416p.jpg
Samsung Galaxy S6 edge	64GB - White - AT&T	665	http://assets1.glyde.com/static/8CBF099CFEB6AAB014AEF48F5491CA193838ABAA/images/phones/100x200/12078464p.jpg
Samsung Galaxy S6 edge	64GB - White - T-Mobile	458	http://assets3.glyde.com/static/907814E3C6ACB848817A4D3737FF518E4FF219FE/images/phones/100x200/12078422p.jpg
Samsung Galaxy S6 edge	32GB - White - Verizon*delim*32GB - White - Sprint	412*delim*379	http://assets1.glyde.com/static/B6A87A6850684F475CAB4C99D043802DD57FF8E4/images/phones/100x200/12078455p.jpg*delim*http://assets1.glyde.com/static/A1E3E5FFA2938E9129788A70F0AF24C4CA4D46F0/images/phones/100x200/12078428p.jpg
Samsung Galaxy S6 edge	64GB - Black - Sprint*delim*128GB - Gold - AT&T*delim*64GB - White - Sprint	691*delim*835*delim*518	http://assets0.glyde.com/static/3C0E66C75069CBEB6931105550FBD4189A488852/images/phones/100x200/12078449p.jpg*delim*http://assets3.glyde.com/static/5FFD9015108EA69E9EC14A50192CF1D179B0FD25/images/phones/100x200/12078417p.jpg*delim*http://assets2.glyde.com/static/4C5108E1BA17B37EBF531492FD2F9EBA4FAA3797/images/phones/100x200/12078456p.jpg
Samsung Galaxy S6 edge	64GB - Gold - AT&T*delim*32GB - Gold - Sprint*delim*128GB - White - T-Mobile*delim*32GB - Gold - T-Mobile	597*delim*614*delim*698*delim*623	http://assets3.glyde.com/static/58437934C46CA3F6EFEEF9B72510292F26D9623F/images/phones/100x200/12078479p.jpg*delim*http://assets3.glyde.com/static/DCA36B757CE1C749CE82970F4893600E1B7924BB/images/phones/100x200/12078444p.jpg*delim*http://assets1.glyde.com/static/850D2F905C459820751D24D49A11BCA8C94F51D9/images/phones/100x200/12078420p.jpg*delim*http://assets3.glyde.com/static/DD2C60B73A3436906301785CFA25EEFDC6556AE4/images/phones/100x200/12078413p.jpg
Samsung Nexus S	Silver - AT&T*delim*Black - T-Mobile*delim*Black - AT&T	87*delim*81*delim*93	http://assets3.glyde.com/static/3031E533A3EB7745BB04D79F76362001DE99F8D0/images/phones/104x200/12068988p.jpg*delim*http://assets2.glyde.com/static/792975D525E445A51D8FACF6AD71EB83086477BB/images/phones/94x200/12059183p.jpg*delim*http://assets1.glyde.com/static/85A873CB91C97BA347A9E50F31C67C0C5A2CD2CA/images/phones/109x200/12059149p.jpg
Sony Xperia Z	16GB - Black - AT&T*delim*16GB - Black - T-Mobile	203*delim*150	http://assets1.glyde.com/static/4350BAB738C3A9352AD69952459B1E57DE21E1CF/images/phones/102x200/12075474p.jpg*delim*http://assets3.glyde.com/static/AD0A50FEB82E79CF21EE6907EAACBA11DB55B795/images/phones/102x200/12077258p.jpg
Sony Xperia Z1S	32GB - Black - T-Mobile	202	http://assets3.glyde.com/static/FAF4599531E3DE202582B56697E5BF0213F51C22/images/phones/109x200/12077488p.jpg
Sony Xperia Z2	16GB - Black - AT&T*delim*16GB - Black - T-Mobile	338*delim*261	http://assets3.glyde.com/static/3C9D200A2FBB0377AFF81DFB2C79FAF191F69006/images/phones/103x200/12078207p.jpg*delim*http://assets0.glyde.com/static/21E75290183EEE0EE5CE2CDCAB02DF0A86ED1262/images/phones/103x200/12078204p.jpg
Sony Xperia Z3	16GB - White - T-Mobile*delim*16GB - Black - AT&T*delim*16GB - Copper - T-Mobile*delim*16GB - Copper - AT&T*delim*16GB - Black - T-Mobile	346*delim*403*delim*371*delim*364*delim*256	http://assets3.glyde.com/static/BE8031FE8BD4F3BEA9084006483A6C5159557390/images/phones/103x200/12078197p.jpg*delim*http://assets0.glyde.com/static/18E430462E48CBADBB09F04A4D6774F38B6359FE/images/phones/103x200/12078189p.jpg*delim*http://assets0.glyde.com/static/41334471BB03E4B1E79D46993D8F172E2044AFD8/images/phones/103x200/12078198p.jpg*delim*http://assets0.glyde.com/static/72876C1096EB5FED66CD172F911DAAD9A0A7356E/images/phones/103x200/12078200p.jpg*delim*http://assets2.glyde.com/static/CCB41D70F3B0FB364CC637B0AA3940B6D858C437/images/phones/103x200/12078192p.jpg
